編號,名稱,詳細說明,參與對象,活動地點,地址,電話,主辦單位,開始時間,結束時間,周期性活動,非周期性活動,網站,照片連結1,照片說明1,照片連結2,照片說明2,照片連結3,照片說明3,X座標,Y座標,分類1,分類2,地圖/簡圖連結,交通資訊,停車資訊,費用,注意事項,縣市,鄉鎮
C2_376430000A_005227,2025桃園鐵玫瑰藝術節,■相關內容請洽藝文設施管理中心03-3170511#8301「2025桃園鐵玫瑰藝術節」自10月25日起至11月26日登場，以「半透明城市」(Seen & Unseen)為主題，今年藝術節一連五週帶來10檔節目，節目精采豐富多元，包含偶戲、馬戲、戲劇、舞蹈等演出類型，從闔家觀賞到當代劇場；從售票節目、免費演出、講座及工作坊，展現桃園市充滿活力且多元的文化風貌。自即日起推出早鳥75折優惠，後續有結合青年席位5折等多項優惠，邀請大家一起透過表演藝術認識桃園、感受桃園。購票請洽Opentix售票系統售票資訊(https://reurl.cc/x3v6bZ)，其餘演出活動資訊可至官網查詢。(https://ironrose-fest.com/)。,,詳見官網,桃園市330桃園區展演中心,886-3-3322101,桃園市政府,10/25/2025 12:00:00 AM,11/23/2025 11:59:59 PM,,,,,,,,,,121.298450,25.017360,03,  ,,,,,,桃園市,桃園區
C2_376430000A_005228,2025桃園花彩節-花彩飛揚,■相關內容請洽本府農業局03-3322101#5415 **2025桃園花彩節・花彩飛揚** 每年秋天，花彩節在風情萬種的大溪綻放，今年更以「大溪的驕傲」&mdash;&mdash;帽子歌后 #鳳飛飛 為主題✨鳳飛飛是大溪在地的女兒她以溫柔堅定的歌聲唱出時代的情感她的音樂陪伴無數人成長成為大溪最珍貴的驕傲與記憶今年花彩節以鳳飛飛為主軸在繽紛花海中打造專屬的主題裝置藝術讓帽子、音樂與花田交織成最動人的風景漫步其中，就像走進她的音樂時光#花田音樂會卡司雲集 **11/1(六)、11/2(日) **金曲歌王許富凱及蕭煌奇攜手長榮交響樂團、尋人啟事樂團跨界舞台重現鳳飛飛的經典旋律 **11/8(六)**金鐘歌王殷正洋、南方二重唱、凃佩岑攜手桃園市立國樂團 共譜滿滿民歌風情及鳳飛飛歌曲，唱出歲月的溫暖與感動這個秋天，來大溪「花彩飛揚」賞花、看藝術、聽音樂、拍美照在花海間重溫鳳飛飛的故事與歌聲一起向永遠的大溪女兒致敬 2025桃園花彩節《花彩飛揚》 日期｜11/1（六）-11/9（日）09:00-17:00 ️地點｜大溪月眉休閒農業區,,詳見官網,桃園市335大溪區大溪月眉休閒農業區,886-3-3322101,桃園市政府,11/1/2025 12:00:00 AM,11/9/2025 11:59:59 PM,,,,,,,,,,121.290350,24.891610,03,  ,,,,,,桃園市,大溪區
C2_376430000A_005229,2025桃園仙草嘉年華,■相關內容請洽本府農業局03-3322101#5415、5416活動日期：114年11月22日-114年12月7日活動時間：每日上午9時至下午5時活動地點：楊梅休閒農業區遊客服務中心(桃園市楊梅區楊湖路三段321巷8號)對面花田詳細活動內容尚待主辦方公布,,詳見官網,桃園市326楊梅區楊梅休閒農業區遊客服務中心(桃園市楊梅區楊湖路三段321巷8號)對面花田,886-3-3322101,桃園市政府,11/22/2025 12:00:00 AM,12/7/2025 11:59:59 PM,,,,,,,,,,121.091120,24.912200,03,  ,,,,,,桃園市,楊梅區
C2_376430000A_005230,2026桃園跨年晚會,無,,詳見官網,,886-3-3322101,桃園市政府,12/31/2025 12:00:00 AM,12/31/2025 11:59:59 PM,,,,,,,,,,121.299940,24.993090,03,  ,,,,,,桃園市,桃園區
C2_376430000A_005231,2025桃園大龍門鱻漫遊嘉年華系列活動,￭相關內容請洽本局技術科03-3322101#5265 今年秋天，姆明一族聯名大龍門秋日探索！「鱻漫遊」健走，走進大龍門古道尋跡，探索三坑自然生態公園，貼近自然生態；「秋天的餐桌」以石門活魚為主角，端出最道地的秋味盛宴；串聯三坑在地活魚餐廳業者，以在地特色豆腐、筊白筍、活魚，推出「秋食三寶」期間限定創意料理。快來參加大龍門鱻漫遊嘉年華 &mdash;&mdash;從自然到美食、從文化到體驗，走、玩、吃一次滿足，一起用最Chill的方式暢遊大龍門！ 嘉年華系列活動鱻漫遊健走   10/18(六)、10/19(日) 8:25-12:00▶  完全免費▶ 9月12日起開放報名 大龍門秋天餐桌   10/24(五)、10/25(六) 17:00-19:00▶  10/24(五)限量50組、10/25(六)限量80組▶  9月30日起開放報名 樟之細路小旅行   10/18(六)、10/19(日) 、10/24(五)、10/25(六)▶  三條小旅行路線，完全免費(限額20組)▶ 9月12日起開放報名▶凡成功報名並完成活動的參加者，還可獲得限量【姆明明信片組】，珍藏走讀回憶! 文化十一份市集   10/18(六)、10/19(日) 10:00-16:00 及 10/24(五)、10/25(六) 11:30-16:00場域特別選址於石門水庫建設時的歷史宿舍群，結合文化底蘊與節慶氛圍。現場規劃約20攤特色攤位，包含在地美食、創意手作、文創小物與精緻餐食，讓大家一次品味桃園風采。 綠境舞台　10/24(五)、10/25(六)  14:00-16:00▶   舞台將帶來最繽紛的表演饗宴：臺語金曲歌手深情獻唱、驚險刺激的特技秀，還有專業劇團融合在地客家文化的精彩演出，讓觀眾感受傳統與創意交織的魅力。,,詳見官網,桃園市335大溪區石門大草坪、十一份觀光文化園區,886-3-3322101,桃園市政府,10/18/2025 12:00:00 AM,10/25/2025 11:59:59 PM,,,,,,,,,,121.296970,24.865840,03,  ,,,,,,桃園市,大溪區
C2_376430000A_005232,2025友愛大聲說,￭相關細節可電洽桃園市青年體驗學習園區(03-4862200)【友愛大聲說│免費挑戰16米自由落體!】愛的表達方式有很多種來問問自己 敢勇於對身邊的朋友、家人、伴侶表達愛意嗎?偷偷和大家分享其中一種方式!當你帶足勇氣前往高處大聲吶喊出愛的宣言堅信你的愛意一定會傳遞到對方心中❤讓我們一起「友愛大聲說」吧❤ 每月14號當週的週六園區免費開放挑戰自由落體設施，勇敢從上方跳下，大聲吶喊出你的夢想及目標！說不定當你回到地球表面時，你的願望就實現了❗️報名方式❗️事前預約當日基本體驗方案者(一日體驗、二日體驗等)，活動當日，可至大廳填寫報名表(限定十名參加者，額滿為止)❗️活動內容❗️限時10分鐘內攀登上告白支柱(自由落體設施)說出告白內容並完成信仰之躍即算完成挑戰，成功挑戰即送-挑戰證書一張 及 小禮品TYAC小教室16米雙柱高空自由落體，相當於離地5-6層樓高，挑戰者登頂後張開雙手向前跳躍，享受近1秒滯空的刺激感!此有助於釋放壓力、戰勝內心恐懼，提升自我的挑戰力。 溫馨提醒：友愛大聲說為&ldquo;現場體驗者&rdquo;限定活動，所以要記得提前預約體驗方案喔!活動地點：桃園市新屋區新港路16號(永安漁港旁)團體預約官方LINE@帳號：@tyac散客預約官方LINE@帳號：@tyacfun,,詳見官網,桃園市327新屋區新港路16號,886-3-3322101,桃園市政府,1/18/2025 12:00:00 AM,12/13/2025 11:59:59 PM,,,,,,,,,,121.017630,24.989190,03,  ,,,,,,桃園市,新屋區
C2_376430000A_005233,2025來慈湖． 潮復刻,￭相關細節可電洽本局行銷科(03-3322101#6202)桃園「來慈湖． 潮復刻」 八大亮點共譜慈湖秋日盛會慈湖具有獨特歷史文化及秀麗山水風情，在休閒旅遊浪潮帶動下，已成為北橫重要全齡友善觀光場域，今年將以「潮復刻」為主題，從【國人集體記憶】為出發點，以具創意及現代潮流感的活動設計，重新包裝70-90年代生活、影視、音樂、流行等懷舊元素，讓民眾參與慈湖活動時，都能有「似曾相識」的共感，並促進跨世代情感連結與世代對話，同時推出創意音樂光雕、日夜水舞、七週潮復刻主題日、老派生活市集、三大美拍裝置藝術、手作體驗、多元集客表演及限量免費通關贈品共八大亮點共譜慈湖秋日盛會，歡迎民眾活動期間前往慈湖雕塑紀念公園，共同享受這場兼具浪漫、夢幻、歡樂、趣味的「潮復刻」派對。活動期間：/~/之國定假日及例假日:~:活動地點：慈湖園區(桃園市大溪區復興路一段1097號)活動免費接駁(詳細資訊請見下方交通資訊)：◆國定假日及例假日：每日13：30至20：30(約10-15分鐘一班)◆接駁路線：慈湖站&larr;&rarr;北橫遊客中心(經國紀念館)站活動8大亮點~✿音樂光雕◆展演地點：慈湖遊客中心◆展演時間：活動期間每日(共44日)，每日17:45-20:00(每半小時1場，每場約5分鐘)✿日夜水舞秀◆展演地點：慈湖水岸舞台，展演5分鐘◆展演時間：活動期間每日(共44日)日間場：每日14:00-16:30 (每半小時1場，每場約5分鐘)夜間場：每日17:00-19:30 (每半小時1場，每場約5分鐘)✿七週潮復刻主題日◆活動範圍：慈湖雕塑紀念公園◆活動時間：以活動官網公告為準①.10/5-10/6「潮70年代懷舊熱舞」經典華爾滋 &times; 懷舊拍立得舞蹈表演‧舞步教學‧互動派對‧舞池共舞活動時間∣10/05、10/06｜14:00&ndash;17:00➁10/10「潮80年代民歌金曲」全民K歌 &times; 金曲再現KTV歡唱‧雙十互動活動‧金曲之夜活動時間∣10/10｜14:0...,,詳見官網,桃園市335大溪區復興路一段1097號,886-3-3322101,桃園市政府,10/4/2025 12:00:00 AM,11/16/2025 11:59:59 PM,,,,,,,,,,121.291870,24.840550,03,  ,,,,,,桃園市,大溪區
C2_376430000A_005234,2025富岡鐵道藝術生活節,￭相關細節可電洽本府文化局(03-3322592#8329)「2025富岡鐵道藝術生活節」自2020年辦理以來，邀請藝術家進駐創作，透過地景藝術、裝置藝術、表演音樂會及踩街活動，凝聚在地居民對生活空間的認同與營造。本屆展期延長至16天，訂於114年11月22日（六）至12月7日（日）舉辦，以「懷舊時光」為主軸，串聯本府農業局「2025桃園仙草嘉年華」，推出「一日雙節」體驗遊程。開幕首週安排「藍皮解憂號」觀光列車搭配文化體驗遊程；11月22日與29日辦理特色列車靜態展示，展出臺鐵「SA32820總統花車」及「藍寶寶DR系列柴油列車」；11月22日、23日由三十舞蹈劇場推出《來去富岡》列車移動劇場，開幕與閉幕結合 Focasa 馬戲團街區演出。活動期間於富岡老人文康活動中心常態辦理鐵道主題展覽，邀請鐵道模型達人展出臺灣鐵道模型與 N 規鐵道運轉體驗區；週末於富岡車站前廣場推出舞台活動與「富約鐵道主題市集」，並於街區新增兩件裝置藝術，串聯車站、街區與社群，帶來兼具懷舊與當代創意的鐵道小鎮旅程。,,詳見官網,桃園市326楊梅區富岡車站前廣場及周邊街區,886-3-3322101,桃園市政府,11/22/2025 12:00:00 AM,12/7/2025 11:59:59 PM,,,,,,,,,,121.083070,24.934430,03,  ,,,,,,桃園市,楊梅區
C2_376430000A_006151,2025大龍門好神 集章尋寶趣,走訪大龍門，集章換好神今年春節，桃園市特別設計了「大龍門好神」公仔，只要在農曆初一至初五走春出遊之際，於「大龍門旅遊帶」內指定的25處景點、5間廟宇掃描QRcode，即可取得1個章，在景點、廟宇各集1個章，共取得2個章便完成1次集章活動(每日限集兩個章)，就能兌換「大龍門好神」公仔1尊!(每日只可兌換一次) (建議事先下載App；註冊為「訪客會員」即可參加本活動)好神5加1，有換有保庇!只要透過桃園市民卡完成集章任務，就可以兌換「大龍門好神」公仔1尊，數量有限，每日限量發放!還有機會獲得隱藏版財神爺!數位市民卡，新春一路發桃園市民卡APP好便利!只要簡單三步驟，讓你樂游大龍門的同時，還能歡喜迎好神!25處集章地點如下:大溪區:大溪老城區遊客中心、大溪木藝生態博物館、達文西瓜藝文館、太武新村眷村文化園區、山豬湖生態親水園區、北橫遊客中心(經國紀念館)、慈湖遊客中心、富田花園農場、康莊休閒農業園區、石門水庫管理中心、中庄吊橋(大漢溪山豬湖生態親水園區)、大溪老城四季行館民宿、大溪老茶廠、花開了休閒農場龍潭區：雄獅文具想像力製造所、台灣客家茶文化館、龍潭大池管理中心、桃園市客家文化館、十一份觀光文化園區、大北坑休閒農業區、名人堂花園大飯店棒球名人堂、小人國主題樂園、鍾肇政文學生活園區、繞山花（三和青創基地）、手信霧隱城5處兌換廟宇:大溪普濟堂、大溪三層福安宮、大溪蓮座山觀音寺、石門十一份集福宮、龍潭龍元宮更多活動詳情 請見 活動網站,,詳見官網,,886-3-3322101,桃園市政府,1/29/2025 12:00:00 AM,2/2/2025 11:59:59 PM,,,,,,,,,,121.299940,24.993090,03,  ,,,,,,桃園市,桃園區
C2_376430000A_006330,114年度咖啡暨柑橘推廣系列活動 舞桔咖ho!,"￭相關細節可電洽復興區公所(03-3821500#2214)復興區公所將於2月22日(六)上午8時及2月23日(日)上午10時,在角板山天幕活動廣場盛大開幕「桃園市復興區114年度咖啡暨柑橘推廣系列活動」。☕鑑於去年活動成效顯著,本年度將持續推動咖啡評鑑、原住民熱舞創意競賽及在地農特產品市集等,邀請大家一同共襄盛舉舞桔咖ho!此次「咖啡評鑑」,為農民檢視自家咖啡品質的機會,透過專業評鑑反饋,深入了解產品優勢及改進空間,提升咖啡的整體品質。增強市場競爭力。隨著2月進入柑橘收穫季節,本公所將舉辦連續兩日的農特產品市集,現場不僅有新鮮的柑橘、香濃的在地咖啡,還將打造出濃厚的節慶氛圍。邀請街頭藝人,為現場增添互動,使民眾在品嚐美食及選購農特產品,也能享受充滿樂趣的現場表演,為回饋民眾支持,於市集消費滿額者可獲得精選咖啡或拉花咖啡飲品一杯。此外,今年活動中還將有一場別具特色的「原住民族熱舞創意比賽」,期望透過現代流行熱舞及傳統文化元素的巧妙結合,發展出不同特色舞蹈,創造出獨特的現代風格。這不僅是一場舞蹈表演,更是一場跨越時代的文化交流,旨在激發民眾對原住民文化的關注,並推動不同文化間的積極對話與交流,歡迎大家共襄盛舉,盡情享受這場文化與美食的盛宴!",,詳見官網,桃園市336復興區角板山天幕活動廣場(忠孝路20號),886-3-3322101,桃園市政府,2/22/2025 12:00:00 AM,2/23/2025 11:59:59 PM,,,,,,,,,,121.350680,24.813970,03,  ,,,,,,桃園市,復興區
C2_376430000A_006346,2025陶異星漫遊,￭相關細節可電洽中原文創園區(03-4333833#220)《陶異星漫遊》為中原文創園區年度特展之一，於114年3月25日(二)至5月11日(日)展出，結合主題情境、角色扮演、互動任務等打造劇場式展覽，並延伸周邊多檔亮點活動，帶領觀眾以宇宙探險為故事背景，述說不一樣的陶瓷故事，探訪各式風格陶藝家的內心創作世界。本次《陶異星漫遊》共設計3大主題展區，第一章「文明大發現：地球的陶瓷軌跡」、第二章「登陸異星小宇宙」、第三章「跨越多重宇宙」，搭配聲光、情境布置的呈現，讓觀眾投身奇幻的星際之旅。本展講述一艘來自遙遠星系的星際航艦，在巡航銀河途中，意外遭隕石襲擊而嚴重受損，迫降在藍色行星&mdash;&mdash;地球。根據偵測儀掃描顯示，這顆星球的智慧種族「人類」，長久以來擅長使用地殼表面的泥層製作各式器物，艦長BOBO決定更深入了解地球文明，於是他化身人類的模樣，展開探索地球的旅程。｜展場介紹｜展覽由位於3倉的第一章節「文明大發現：地球的陶瓷軌跡」啟程，從宏觀的視角表述陶瓷在人類歷史中的變化與應用，與元智大學、和成欣業、白馬磁磚、龍燡企業有限公司等多個桃園在地陶瓷公司合作，展出衛生陶瓷、工業陶瓷、建築陶瓷、科技陶瓷、醫療陶瓷等品類，揭露陶瓷埋藏於日常生活中的痕跡，以及從實用功能中解放而出的藝術陶瓷，讓陶藝家自由、熱情的心於此綻放，共邀集29位藝術家、37件作品；２倉第二章節走進「登陸異星小宇宙」的世界，遊歷創作者天馬行空的創造力，藉由千奇百怪的陶瓷造型作品走進陶藝家內心的小宇宙，宛如未成形的細胞、形變的生命體、潛意識般流動的瓦礫等，展現出憂鬱、狂暴、科幻等特質，共25位藝術家及42件作品；最後１倉在第三章節「跨越多重宇宙」中，星際航艦將直接進入蟲洞，穿越多重宇宙。就像是在窯火裡翻騰的過程，每個陶瓷素坯都承載著無限可能，每個創作決定都會在窯爐裡的小宇宙，開啟嶄新的維度，象徵著藝術是創造可能與驚喜的永恆實驗。本章聚焦大桃園在地陶藝的風采，邀集桃園市陶藝藝術發展協會、桃園陶藝協會共15名藝術家、17件作品。星辰天體皆是由宇宙塵埃因重力匯聚而成，在地球上塵土藉由陶瓷藝術的發展，衍生成各...,,詳見官網,桃園市320中壢區忠仁路33號,886-3-3322101,桃園市政府,3/25/2025 12:00:00 AM,5/11/2025 11:59:59 PM,,,,,,,,,,121.240940,24.964510,03,  ,,,,,,桃園市,中壢區
C2_376430000A_006371,2025創意畢業季《源源不絕》Sustainable Creativity,￭相關細節可電洽中原文創園區(03-4333833#220)《源源不絕》2025創意畢業季展覽名稱｜《源源不絕》2025創意畢業季 - Sustainable Creativity展覽地點｜中原文創園區1、2、3、10、11倉展覽時間｜2025/05/20(二)-06/01(日) 、2025/06/07(六)-06/22(日) 10:00-18:00 *週一休園「原點．匯能．永續～源源不絕」2025中原文創園區創意畢業季，展現新(心)世代追求主體性的創作原點，匯能8所學校優秀作品的青春活力，讓觀者看到桃園永續培育設計師、藝術家人才的成果，從根源到開花結果，有了這段最重要的時空醞釀，才能在今日與未來綻放源源不絕的精彩成果。⊖ 創作原點-從「心」出發，創作源源不絕源源不絕，表現出本次畢業展的創作特質，充滿原汁原味的創意本色、不受限的原初魅力。展出學校在展覽文案中不約而同提到：他們不僅是新世代，更是「心」世代，除了用心呈現本次展覽作品，也期許自己的設計或創作能從心出發、不隨波逐流，能在瞬息萬變的時代氛圍裡找到自我獨特的價值、建立清晰的主體性。這份初心，是他們創作的起點，由此開始站穩腳跟，迸發出源源不絕的自信、勇敢追夢的力量。 ⊖ 匯聚多方能量，創意源源不絕  畢業展8所學校展出科系以設計、藝術、數位媒體應用等創造力科系為主，其中可觀察到他們以「跨領域」作為長期學習的脈絡，提供創作所需的多元能量，並普遍具有「數位內容」、「多媒體」或「互動裝置」等學習及展現。本次展出年齡層從國小、高中、大學到研究所，可綜觀學子們在多元階段的成長面貌。這些層次豐富多元的作品在中原文創園區匯聚出青春不設限、創意源源不絕的氣氛。⊖ 永續培育，人才源源不絕 「源」與「原」同音，首先呼應了展覽場地中「原」文創園區的地理位置&mdash;昔日為國防部倉儲區「中原營區」，「源源不絕」則呼應中原文創園區持續辦理畢業展、育成新世代人才，永續不斷的精神，也象徵桃園作為設計與藝文人才的搖籃，從國小、國中、高中等美術班與藝術才能班，延續到大學、研究所等藝術與設計相關學系，在不同的教育階段接續培育出源源不絕的未來設計師、...,,詳見官網,桃園市320中壢區中原文創園區1、2、3、10、11倉,886-3-3322101,桃園市政府,5/20/2025 12:00:00 AM,6/22/2025 11:59:59 PM,,,,,,,,,,121.241480,24.963530,03,  ,,,,,,桃園市,中壢區
C2_376430000A_006401,2025世界海洋日在桃園・循環新未來,"￭相關細節可電洽桃園市政府海岸及資源循環工程處(03-3330589王小姐)2025 世界海洋日在桃園・循環新未來以桃園市立圖書館總館為主場地,透過展覽帶您一起探究海塑的前世今生,見證資源重生的奇蹟,還有超狂藝術家用「垃圾」創造震撼視覺盛宴及3D藝術繪畫網美打卡牆,活動期間也安排以DIY、桌遊、說故事為主題的愛海環境教育活動及一日暢遊桃海秘境等全方位精采活動規畫,任你玩中學、學中玩,從心認識海洋~今年桃園不只呼籲,更讓你參與! 展出日期|6/12 (四)~6/28 (六) 展出地點|桃園市立圖書館總館2樓展區(桃園市桃園區南平路303號)限量愛海講堂開課拉~你以為環境教育只能坐在教室裡聽課嗎?✨講故事、玩桌遊、DIY創意手作、聽大師說海洋&mdash;&mdash;4種超有感的學習體驗就在這裡讓你從故事、旅程、創作到桌遊中,玩出愛海新視野!5/5(一)報名開跑囉~數量有限,要搶要快喔!1. 聽聽海洋的小秘密(https://reurl.cc/6Kd6DV)2. 走讀海洋之旅(https://reurl.cc/DqlVZd)3. 海洋垃圾,轉廢為寶(https://reurl.cc/W0N2Xx)4. 護海學習營(https://reurl.cc/zqDdW7)活動詳情請至粉絲專頁:桃園環保局護守桃花源(https://reurl.cc/W0z4Oe)",,詳見官網,桃園市330桃園區桃園市立圖書館總館(南平路303號),886-3-3322101,桃園市政府,6/12/2025 12:00:00 AM,6/28/2025 11:59:59 PM,,,,,,,,,,121.300090,25.017820,03,  ,,,,,,桃園市,桃園區
C2_376430000A_006403,2025桃園藝術巡演「桃園兒童藝術節-前導活動」系列演出,"￭相關細節可電洽本府文化局(03-3322592#8313)落實「文化平權」及「文化近用權」理念，本市自2013年起辦理藝術巡演計畫，邀請優質專業表演團隊到各區演出，包含音樂、現代及傳統戲劇、舞蹈、特技等多元表演類型，吸引市民踏出家門，在鄰近住家的場域中，欣賞傳統及現代融合的表演節目，縮短文化資源差距，達到欣賞文化差異、推動藝文教育扎根、深耕文化永續發展之願景。一年一度的桃園兒童藝術節即將盛大登場,五力藝文精靈華麗回歸!快跟著他們的腳步,一起從前導活動4場精彩絕倫的親子演出,到連續兩週的主題活動,感受滿滿的驚喜。邀請所有大朋友和小朋友,這個夏天讓我們一起出發,探索夢想星球,創造屬於你們的繽紛回憶吧!【第1場-楊梅場 】(1)活動名稱：2025桃園藝術巡演楊梅場-如果兒童劇團《大野狼拯救小紅帽》親子兒童劇(2)演出時間：114年6月21日(星期六)15：00-16：10(3)演出地點：楊梅埔心公園天幕廣場(桃園市楊梅區金龍一路)(4)參與方式：戶外演出，自由入場(5)演出團體：如果兒童劇團 (6)團體介紹：【如果兒童劇團 】創團於2000年，由趙自強領軍，二十多年來致力創造優質兒童劇場作品，每年演出場次逾300場，創造許多小朋友難忘的童年時光，為國內最具創意與活力的兒童劇團之一。(7)節目介紹：這一次，大野狼不是壞人！？童話角色大亂鬥，小紅帽不見了、公主變成虎姑婆、虎克船長追著白雪公主？！大野狼決定挺身而出，帶著觀眾一起解救混亂的童話世界。劇場打破舞台與觀眾界線，邀請小朋友加入冒險、唱歌跳舞、一起大聲喊出勇氣，進入一場奇幻的故事新旅程，啟發孩子想像力與行動力，絕對是親子共賞的最佳選擇！【第2場-大溪場 】(1)活動名稱：2025桃園藝術巡演大溪場-如果兒童劇團《咱來搬演囡仔歌》親子兒童劇(2)演出時間：114年6月22日(星期日)15：00-16：10(3)演出地點：大溪埔頂公園天幕籃球場(桃園市大溪區公園路埔仁路交叉口)(4)參與方式：戶外演出，自由入場(5)演出團體：如果兒童劇團 (6)團體介紹：【如果兒童劇團 】創團於2000年，由趙自強領軍，二十多年來致力...",,詳見官網,桃園市326楊梅區楊梅埔心公園天幕廣場,886-3-3322101,桃園市政府,6/21/2025 12:00:00 AM,6/29/2025 11:59:59 PM,,,,,,,,,,121.216750,24.939280,03,  ,,,,,,桃園市,平鎮區
C2_376430000A_006404,2025桃園藝術巡演觀音場-如果兒童劇團《魔鬼的三根金頭髮》兒童劇,￭相關細節可電洽本府文化局(03-3322592#8313)為落實「文化平權」及「文化近用權」理念，本市自2013年起辦理藝術巡演計畫，邀請優質專業表演團隊到各區演出，包含音樂、現代及傳統戲劇、舞蹈、特技等多元表演類型，吸引市民踏出家門，在鄰近住家的場域中，欣賞傳統及現代融合的表演節目，縮短文化資源差距，達到欣賞文化差異、推動藝文教育扎根、深耕文化永續發展之願景。「2025桃園藝術巡演-觀音場」為大家帶來精彩的兒童劇演出，演出信息如下説明：(1)活動名稱：2025桃園藝術巡演觀音場-如果兒童劇團《魔鬼的三根金頭髮》兒童劇(2)演出時間：114年6月28日(星期六)19：00-20：10(3)演出地點：桃園市觀音區觀音國民小學(桃園市觀音區文化路2號)(4)參與方式：戶外演出，自由入場(5)演出團體：如果兒童劇團(6)團體介紹：「如果兒童劇團」創團於2000年，由趙自強領軍，二十多年來致力創造優質兒童劇場作品，每年演出場次逾300場，創造許多小朋友難忘的童年時光，為國內最具創意與活力的兒童劇團之一。(7)節目介紹：全世界最幸福的地方「幸福王國」自從最愛護人民的國王失蹤後，居民們再也不幸福了。某天，暫代國王職位的大臣宣布「這個國家有個傳說，只要找到魔鬼三根金閃閃的金頭髮，就可以讓這個國家恢復幸福」。於是，爲了拿到魔鬼的金頭髮，讓幸福王國重新成為最幸福快樂的地方，勇者就此誕生。前方有多少關卡等待著這位勇者？勇者又將如何化險爲夷呢？讓我們拭目以待！,,詳見官網,桃園市328觀音區觀音國民小學(桃園市觀音區文化路2號),886-3-3322101,桃園市政府,6/28/2025 12:00:00 AM,6/28/2025 11:59:59 PM,,,,,,,,,,121.083140,25.034880,03,  ,,,,,,桃園市,觀音區
C2_376430000A_006406,2025中原文創園區端午節慶活動,￭相關細節可電洽中原文創園區(03-4333833#220)實境解謎遊戲《即刻救原2&mdash;島嶼行動》去年多虧了各位壯士們的協助，愛國詩人屈原才得以從汨羅江上岸。時間很快地到了今年端午節，屈原竟然再度離奇失蹤，熱心的居民在「中原文創公開亭」張貼尋人啟事，愛國詩人屈原究竟被何人帶走！？幸好聰明的屈原留下了一連串的線索，只要解開謎底，就能找到他的藏身之處和寶藏！各位大俠小俠！趕緊戴上裝備，拯救屈原吧！《即刻救原2&mdash;島嶼行動》Action！●桃印文創「好粽成雙」優惠活動 優惠1：折粽成券・傳情端午 活動期間完成實境解謎遊戲《即刻救原2&mdash;島嶼行動》，即可獲得桃印文創・中原文創店【端午限定優惠券】！可參與多個品牌的專屬獨家優惠！ 優惠2：粽願成真，滿額贈好運單筆消費滿500元，就能參加【現抽現拿】的抽獎活動！共計555份，祝你端午好運「粽」滿滿，把驚喜抽回家~●打卡活動於中原文創園區「後照壁廣場」打卡牆拍照，留言於活動貼文+「快來即刻救原，挑戰實境解謎遊戲 @1位朋友」即可參加線上抽獎！●中原文創613市集集點贈禮於「中原文創613市集」消費集點，即可獲得好禮1份！●《島嶼音樂大賞－原聲代》邀請大專院校音樂社團與街頭藝人共襄盛舉，讓創意與旋律源源不絕，為節慶增添動人的聲音！活動名稱｜實境解謎遊戲《即刻救原2&mdash;島嶼行動》活動日期｜05/30(五)&mdash;06/01(日)活動時間｜10:00-18:00如何參與｜蒐集數位集章兌換NFT後，即可於活動服務台兌換解謎包，根據解謎包中的線索內容找到下一關的任務地點，完成解謎後即可獲得多樣好禮並領取桃印文創・中原文創店【端午限定優惠券】活動服務台｜13倉,,詳見官網,桃園市320中壢區中原文創園區13倉,886-3-3322101,桃園市政府,5/30/2025 12:00:00 AM,6/1/2025 11:59:59 PM,,,,,,,,,,121.241480,24.963530,03,  ,,,,,,桃園市,中壢區
C2_376430000A_006415,2025桃園城市變裝嘉年華,"￭相關細節可電洽本局行銷科(03-3322101#6202)去年吸引3萬人參與的「桃園城市變裝嘉年華」,今年6月7日至6月8日將於置地廣場桃園登場,活動首日(6/7)以桃園特色景點為發想,規劃海洋主題變裝遊行及海洋親子變裝大賽,招募大小朋友,以海洋水生動物或海洋相關的角色為主題進行變裝參加遊行、變裝競賽;6月8日則辦理「世界COSPLAY高峰會(WCS)台灣代表選拔賽」,COS主題為日本的漫畫、動畫、遊戲作品,優勝隊伍可代表臺灣前往日本參賽。桃園城市變裝嘉年華即將邁入第三年舉辦,也持續與全球最大COSPLAY賽事「世界COSPLAY高峰會(WCS)」合作,支持台灣優秀COSPLAYER接軌國際,在桃園展現高水準的COSPLAY藝術魅力,吸引眾多COSPLAY愛好者前來朝聖交流。此外桃園市作為親子友善城市,在本次「桃園城市變裝嘉年華」也規劃海洋親子變裝大賽、主題變裝遊行、變裝舞台表演等適合大小朋友同樂的豐富活動!2025桃園城市變裝嘉年華以「開始你的變身」為主題,期待不分年齡的遊客朋友,都能來到桃園輕鬆開始體驗變裝造型的樂趣。歡迎大家發揮創意變裝,來到桃園體驗造型扮裝的樂趣。",,詳見官網,桃園市320中壢區置地廣場(春德路101號),886-3-3322101,桃園市政府,6/7/2025 12:00:00 AM,6/8/2025 11:59:59 PM,,,,,,,,,,121.212770,25.017040,03,  ,,,,,,桃園市,中壢區
